           164            272 
             7             30            103              0            106             48              4              0              0              1 
            17             18            116              0            113            176              4              0              0              1 
            72            126            128            210            178             21              0              0              0              1 
             2             15            106              0            128            127              4              0              0              1 
            19             20            131              0            205             16              4              0              0              1 
            16             17            107              0             38            158              4              0              0              1 
            61            135            142            213            214            228              0              0              0              1 
            81             31             95             18            192            133              0              0              0              1 
            12             11            132              0            207             11              4              0              0              1 
            75             68            116            201            175            113              0              0              0              1 
            74             12            132             42              9             63              0              0              0              1 
            88            104            139            152            246             73              0              0              0              1 
            85             60            107             66            139             38              0              0              0              1 
             1             16             98              0            158             37              4              0              0              1 
            40             39            137              0            129            218              3              0              0              1 
            75             19            131             79              5             61              0              0              0              1 
            76             67            124            203            191             26              0              0              0              1 
            30             31             81              0              8            106              4              0              0              1 
           139            151            162            246            267            222              0              0              0              1 
            58             79             92            197            156             33              0              0              0              1 
           117             72            128             87              3             59              0              0              0              1 
           101             63            136             98            215            145              0              0              0              1 
            27             26             73              0            196             69              4              0              0              1 
            52             53            118              0            216            153              3              0              0              1 
            36              8            102              0             32            148              4              0              0              1 
            32             76            124             77             17             49              0              0              0              1 
            35             36             83              0            148             50              4              0              0              1 
            50             49            138              0            131            220              3              0              0              1 
            33             71             76             56            136             77              0              0              0              1 
            94             67            130             68            244            219              0              0              0              1 
            66            108            123            162            189            122              0              0              0              1 
             8             29            102              0            109             25              4              0              0              1 
            91             58             92             74             20            193              0              0              0              1 
            99             70            146            142             83            269              0              0              0              1 
            42             43            162              0            222            188              3              0              0              1 
            15             14            125              0             72            194              4              0              0              1 
             9              1             98              0             14            140              4              0              0              1 
            17             85            107            176             13              6              0              0              0              1 
            62            134            144            211            212            232              0              0              0              1 
            87             93            137            130            217             65              0              0              0              1 
            74             64            100            141            143            125              0              0              0              1 
            13             12             74              0             11            125              4              0              0              1 
            43             44            139              0            151            222              3              0              0              1 
            24             23             79              0            155            101              4              0              0              1 
            26             25            126              0            178            209              4              0              0              1 
            47              4            140              0            266             81              3              0              0              1 
            93             68            129            114            240            217              0              0              0              1 
            22              7            103              0              1            150              4              0              0              1 
            31             32            124              0             26            192              4              0              0              1 
            35             83            108             27            189             57              0              0              0              1 
            90             94            138            132            219             67              0              0              0              1 
            73             63            114            241            171             69              0              0              0              1 
            57             89            123            146            122            190              0              0              0              1 
           136             54            155             55            121             75              0              0              0              1 
            53             54            136              0             54            216              3              0              0              1 
            71             33            109             29            160            185              0              0              0              1 
            34             35            108              0             50            161              4              0              0              1 
            66             89            141            122            254            226              0              0              0              1 
            65            117            128            234             21            200              0              0              0              1 
            65            127            145            174            120            234              0              0              0              1 
            69             75            131            138             16            206              0              0              0              1 
            21             22             78              0            104            167              4              0              0              1 
            70             74            132            142             11            208              0              0              0              1 
            60             84             86            118            116            139              0              0              0              1 
            87            137            154             40            129            252              0              0              0              1 
            60             85             93             13            114            130              0              0              0              1 
            90            138            153             51            131            250              0              0              0              1 
            67             94             95             30            134            191              0              0              0              1 
            27             73            114             23             52             97              0              0              0              1 
            29             28             77              0            172            107              4              0              0              1 
            14             13            100              0            125            144              4              0              0              1 
            14             91            125            144            193             36              0              0              0              1 
            88            139            152             12            151            248              0              0              0              1 
            58             91            104             33            126            152              0              0              0              1 
            89            136            155            145             54            254              0              0              0              1 
            57             77            101            108             98            146              0              0              0              1 
            32             33             76              0             29             26              4              0              0              1 
            51             50            130              0            220            204              3              0              0              1 
            18             19             75              0             16            113              4              0              0              1 
            41             40            129              0            218            202              3              0              0              1 
           119             47            140             82             46             94              0              0              0              1 
            47            119            159             81            249            231              0              0              0              1 
            70            120            146            183            236             34              0              0              0              1 
            37            120            158            236            251            227              0              0              0              1 
            71            121            143            185            230             96              0              0              0              1 
            56            121            157            230            253            225              0              0              0              1 
            72            117            147             21            238            177              0              0              0              1 
            46            117            160            238            247            233              0              0              0              1 
           105              5            156             90            180            256              0              0              0              1 
             5            105            147             89            177            237              0              0              0              1 
             3             42            163              0            188            270              3              0              0              1 
           122             99            163            187            269            268              0              0              0              1 
             4             41            161              0            202            266              3              0              0              1 
            69            119            140            181             81            224              0              0              0              1 
             6             51            164              0            204            272              3              0              0              1 
            96             71            143            136             85            271              0              0              0              1 
            28             27            114              0             69            172              4              0              0              1 
            77             63            101            171             22             76              0              0              0              1 
            49             48            153              0            262            131              3              0              0              1 
            20             21            112              0            167            169              4              0              0              1 
            24             79            115             44            198            199              0              0              0              1 
            25             24            128              0            199            178              4              0              0              1 
            59             78             80            124            104            105              0              0              0              1 
            78             22             80             62            150            103              0              0              0              1 
            59             80             81            103            149            133              0              0              0              1 
            30             81            103             18            149              1              0              0              0              1 
            29             77             82             70            108            109              0              0              0              1 
            77             57             82             76            110            107              0              0              0              1 
            29             82            102            107            147             32              0              0              0              1 
            82             57             83            108            190            147              0              0              0              1 
            39             38            154              0            260            129              3              0              0              1 
            11             10            110              0            163            165              4              0              0              1 
            18             75            116             79             10              2              0              0              0              1 
            85             68             93            175             47             66              0              0              0              1 
            10              9             86              0            140            116              4              0              0              1 
            84             10             86            163            115             64              0              0              0              1 
            60             87            135            130            214            118              0              0              0              1 
            84             60            135             64            117            213              0              0              0              1 
            44             45            152              0            264            151              3              0              0              1 
           127             88            145            173            248             60              0              0              0              1 
            54             55            155              0            258             54              3              0              0              1 
            89             66            123             58             31             53              0              0              0              1 
            59             90            134            132            212            124              0              0              0              1 
            78             59            134            103            123            211              0              0              0              1 
            13             74            100             42             41             71              0              0              0              1 
            91             64            104            143            245             74              0              0              0              1 
            23              2            106              0              4            155              4              0              0              1 
            15             92            106            194            156              4              0              0              0              1 
           137             39            154             15            111             65              0              0              0              1 
            87             60             93            117             66             40              0              0              0              1 
           138             49            153             28             99             67              0              0              0              1 
            90             59             94            123            134             51              0              0              0              1 
            59             81             95            105              8            134              0              0              0              1 
            94             59             95            132            133             68              0              0              0              1 
            76             96            150            136            159            203              0              0              0              1 
            76             71             96             29             96            135              0              0              0              1 
            75             97            148            138            223            201              0              0              0              1 
            75             69             97             61            224            137              0              0              0              1 
            60             86            107             64            157             13              0              0              0              1 
            86              9             98            115             37            157              0              0              0              1 
            64             74            122             41            187            221              0              0              0              1 
            74             70             99             63             34            187              0              0              0              1 
            64             91            100            126            144             41              0              0              0              1 
            91             14            100             72             71            143              0              0              0              1 
            89            101            136            146             22             75              0              0              0              1 
            89             57            101             53             76            145              0              0              0              1 
            82             83            102            110            148            109              0              0              0              1 
            83             36            102             27             25            147              0              0              0              1 
            81             80            103            105            150            106              0              0              0              1 
            80             22            103            104             48            149              0              0              0              1 
           139             44            152             43            119             73              0              0              0              1 
            88             58            104            173             74             12              0              0              0              1 
            52            118            156             24            255            180              0              0              0              1 
           105             73            133            179            196            195              0              0              0              1 
            79             23            106             44            127            156              0              0              0              1 
            92             79            106             20            155            128              0              0              0              1 
            86             98            107            140            158            139              0              0              0              1 
            98             16            107             14              6            157              0              0              0              1 
           150             96            164            135            271            243              0              0              0              1 
            33             34            109              0            161             56              4              0              0              1 
            34            108            109             57            162            160              0              0              0              1 
           108             66            109             31            186            161              0              0              0              1 
            10             84            110            116            164            112              0              0              0              1 
            84             61            110            213            166            163              0              0              0              1 
            11            110            111            112            166            207              0              0              0              1 
           110             61            111            164            184            165              0              0              0              1 
            21             78            112             62            168            100              0              0              0              1 
            78             62            112            211            170            167              0              0              0              1 
            20            112            113            100            170            205              0              0              0              1 
           112             62            113            168            182            169              0              0              0              1 
            63             77            114             98            172             52              0              0              0              1 
            77             28            114             70             97            171              0              0              0              1 
            58             88            127            152            120            197              0              0              0              1 
            65            115            127            200            198             60              0              0              0              1 
            68             85            116            114            176             10              0              0              0              1 
            85             17            116             38              2            175              0              0              0              1 
           105             72            147            195             87             90              0              0              0              1 
           126             25            128             45            102              3              0              0              0              1 
            73            105            149            154            256            241              0              0              0              1 
             5             52            156              0            153             89              3              0              0              1 
            69            113            119            206            182             94              0              0              0              1 
           113             62            119            170            232            181              0              0              0              1 
            70            111            120            208            184             83              0              0              0              1 
           111             61            120            166            228            183              0              0              0              1 
            71            109            121             56            186             85              0              0              0              1 
           109             66            121            162            226            185              0              0              0              1 
            74             99            122            142             92            141              0              0              0              1 
            42            162            163             35            268             91              0              0              0              1 
           108             83            123             50            190             31              0              0              0              1 
            83             57            123            110             53            189              0              0              0              1 
            67             95            124             68            192             17              0              0              0              1 
            95             31            124              8             49            191              0              0              0              1 
            91             92            125             33            194             72              0              0              0              1 
            92             15            125            128             36            193              0              0              0              1 
            72            105            133            177            154            210              0              0              0              1 
            73             26            133             23            209            154              0              0              0              1 
            79             58            127             20            173            198              0              0              0              1 
