           108            168 
             9             55             65             18            108             14              0              0              0              1 
            13              3             51              0              7              9              2              0              0              1 
            81             52             93            114            152            113              0              0              0              1 
            14              1             52              0             82             15              2              0              0              1 
             6             18             50              0             27             40              2              0              0              1 
             5             39             77              0             83            135              3              0              0              1 
            51              3             62              2             30            111              0              0              0              1 
            82             35             95             87             76             60              0              0              0              1 
            13             51             70              2            100             53              0              0              0              1 
            19              2            106              0            138            164              3              0              0              1 
            83             20             94             89             81             62              0              0              0              1 
            26             86             96            154             74             85              0              0              0              1 
            29             54             62             34            112             30              0              0              0              1 
             1              9             65              0              1             82              2              0              0              1 
            14             52             67              4            114             23              0              0              0              1 
            17             61             72            122            104             51              0              0              0              1 
            55             10             69             18             61             90              0              0              0              1 
             9             10             55              0             17              1              2              0              0              1 
            11             59             69             21            118             61              0              0              0              1 
            53             66             77             84            136             44              0              0              0              1 
            11             12             59              0             92             19              2              0              0              1 
            23             74            102             69             99            155              0              0              0              1 
            15             14             67              0             15             86              2              0              0              1 
             2             24             93              0            113            138              3              0              0              1 
            16             15             56              0             86            124              2              0              0              1 
            17             16             85              0             63            122              2              0              0              1 
            50             18             72              5             51            103              0              0              0              1 
            51             89            102            111            156             99              0              0              0              1 
            49             79             88             80             79            128              0              0              0              1 
             3             29             62              0             13              7              2              0              0              1 
             8             49             71             41             98             38              0              0              0              1 
            87             37            103             67            157             37              0              0              0              1 
            54             30             68             34             59             88              0              0              0              1 
            29             30             54              0             33             13              2              0              0              1 
            31             58             68             36            116             59              0              0              0              1 
            31             32             58              0             72             35              2              0              0              1 
            60             87            103            160             32            120              0              0              0              1 
            33              8             71              0             31             94              2              0              0              1 
            40             41             75              0             77            133              3              0              0              1 
             6             50             66              5            106             45              0              0              0              1 
             8             48             49              0             65             31              2              0              0              1 
            73             88            104            128            127            159              0              0              0              1 
            57             75             90             46             77            132              0              0              0              1 
            53             77             91             20             83            134              0              0              0              1 
            44              6             66              0             40             84              2              0              0              1 
            57             63             75             78            102             43              0              0              0              1 
            45             53             63             58            102             57              0              0              0              1 
            42             43             79              0             79            131              3              0              0              1 
            47             57             64             66            110             50              0              0              0              1 
            48             47             64              0             49             65              2              0              0              1 
            18             17             72              0             16             27              2              0              0              1 
            92             50            108            106             64            105              0              0              0              1 
            12             13             70              0              9             92              2              0              0              1 
            59             70             74             92            100             70              0              0              0              1 
            56             67             81             86            114            143              0              0              0              1 
            24             25             81              0            144            113              3              0              0              1 
            46             45             63              0             47             78              2              0              0              1 
            45             44             53              0             84             47              2              0              0              1 
            30             31             68              0             35             33              2              0              0              1 
            54             82             95             88              8            142              0              0              0              1 
            10             11             69              0             19             17              2              0              0              1 
            55             83             94             90             11            140              0              0              0              1 
            85             16             99             26            124            123              0              0              0              1 
            50             76            108            103            167             52              0              0              0              1 
            49             48             64             41             50             80              0              0              0              1 
            47             46             57              0             78             49              2              0              0              1 
            38             37             87              0             32            125              3              0              0              1 
            58             84            103             72            120            158              0              0              0              1 
            23             22             74              0             91             22              3              0              0              1 
            59             74             97             54             91            146              0              0              0              1 
            32             33             84              0            119             72              2              0              0              1 
            58             32             84             36             71             68              0              0              0              1 
            61             86            101            150            154            121              0              0              0              1 
            86             56             96            149            143             12              0              0              0              1 
            34              4            105              0            130            162              3              0              0              1 
            35             34             95              0            162              8              3              0              0              1 
            75             41             90             39            109             43              0              0              0              1 
            57             46             63             66             57             46              0              0              0              1 
            79             43             88             48             93             29              0              0              0              1 
            49             64             79             65            110             29              0              0              0              1 
